Airline ID,Operator,ICAO,Country,Active,Date,Location,Type,Aboard,Fatalities
2232,Euroair,EUP,Greece,N,1984-11-19,"Inverness, England",Embraer 110P1 Bandeirante,1.0,1.0
2261,Evergreen International Airlines,EIA,United States,Y,1989-03-18,"Carswell AFB, Texas",McDonnell Douglas DC-9-33RC,2.0,2.0
2277,Executive Airlines,EXK,United States,N,2000-05-21,"Near Wilkes-Barre, Pennsylvania",BAe Jetstream 3101-31,19.0,19.0
2278,Executive Airlines,EXU,Spain,N,2000-05-21,"Near Wilkes-Barre, Pennsylvania",BAe Jetstream 3101-31,19.0,19.0
2324,Far Eastern Air Transport,EFA,Taiwan,Y,1975-07-31,"Taipei, Taiwan",Vickers 837 Viscount,76.0,28.0
2324,Far Eastern Air Transport,EFA,Taiwan,Y,1981-08-22,"Near Sanyi, Miao-li, Taiwan",Boeing B-737-222,110.0,110.0
2324,Far Eastern Air Transport,EFA,Taiwan,Y,1982-11-17,Off Taiwan,Bell 212,15.0,15.0
2326,Farnair Hungary,FAH,Hungary,N,2005-01-27,"Lasi, Hungary",Let 410UVP-E4,2.0,2.0
2338,Federal Airlines,FLL,Sweden,N,1996-05-03,"Near Haj Yousif, Sudan",Antonov AN-24,53.0,53.0
2342,Federal Express,FDX,United States,N,1990-01-17,"Near Leadville, Colorado",Cessna 208A Caravan I Cargomaster,1.0,1.0
2342,Federal Express,FDX,United States,N,1990-02-27,"Denver, Colorado",Cessna 208A Caravan I Cargomaster,1.0,1.0
2354,First Air,FAB,Canada,Y,1996-08-12,"Markham Bay, Canada",de Havilland Canada DHC-6 Twin Otter 300,2.0,2.0
2369,Flash Airlines,FSH,Egypt,N,2004-01-03,"Off Sharm el Sheikh, Egypt",Boeing B-737-3Q8,148.0,148.0
2395,Flightline,FLT,United Kingdom,Y,2001-10-10,"Off Valencia, Spain",Swearingen SA-226AT Merlin IV,10.0,10.0
2439,Formosa Airlines,FOS,Taiwan,Y,1989-06-27,"Kaohsiung, Taiwan",Cessna 404 Titan Courier II,13.0,12.0
2439,Formosa Airlines,FOS,Taiwan,Y,1993-02-28,"Off Green Island, Taiwan",Dornier 228-201,6.0,6.0
2439,Formosa Airlines,FOS,Taiwan,Y,1996-04-05,"Off Matsu Island, Taiwan",Dornier 228-212,17.0,6.0
2439,Formosa Airlines,FOS,Taiwan,Y,1997-08-10,"Matsu Island, Taiwan",Dornier DO-228-212,16.0,16.0
2439,Formosa Airlines,FOS,Taiwan,Y,1998-03-18,"Off Hsinchu, Taiwan",Saab340B,13.0,13.0
2444,Foster Aviation,FSA,United States,N,1975-05-12,"Savoonga, Alaska",Piper PA-23-250,6.0,6.0
2470,Frontier Flying Service,FTA,United States,Y,1990-09-03,"Kaltag, Alaska",Piper PA-31-325 Navajo,10.0,3.0
2495,GP Express Airlines,GPE,United States,N,1992-06-08,"Anniston, Alabama",Beechcraft C99,6.0,3.0
2495,GP Express Airlines,GPE,United States,N,1993-04-28,"Shelton, Nebraska",Beechcraft C99,2.0,2.0
2501,Gabon Express,GBE,Gabon,N,2004-06-08,"Off Libreville, Gabon",BAe HS-748-232 Srs 2A,30.0,19.0
2509,Galaxy Airlines,GXY,Japan,N,1985-01-21,"Reno, Nevada",Lockheed L-188A Electra,71.0,70.0
2517,Gander Aviation,GAN,Canada,N,1978-06-23,"Saint John's, Newfoundland",Beech Queen Air A80,10.0,10.0
2520,Garuda Indonesia,GIA,Indonesia,Y,1974-09-07,"Tandjung-karang, Indonesia",Fokker F-27 Friendship 600,39.0,35.0
2520,Garuda Indonesia,GIA,Indonesia,Y,1975-09-24,"Near Palembang, Indonesia",Fokker F-28 Fellowship 1000,61.0,25.0
2520,Garuda Indonesia,GIA,Indonesia,Y,1979-03-06,"Near Probolinggo, Indonesia",Fokker F-28 Fellowship 1000,4.0,4.0
2520,Garuda Indonesia,GIA,Indonesia,Y,1979-07-11,"Near Medan Airfield, Indonesia",Fokker F-28 Fellowship 1000,61.0,61.0
2520,Garuda Indonesia,GIA,Indonesia,Y,1982-03-20,"Branti Airport, Indonesia",Fokker F-28 Fellowship 1000,27.0,27.0
2520,Garuda Indonesia,GIA,Indonesia,Y,1983-06-02,"Tanjung Karang, Indonesia",Fokker F-28 Fellowship 3000RC,61.0,3.0
2520,Garuda Indonesia,GIA,Indonesia,Y,1987-04-04,"Medan-Polonia, Indonesia",McDonnell Douglas DC-9-32,45.0,27.0
2520,Garuda Indonesia,GIA,Indonesia,Y,1996-06-13,"Fukuoka, Japan",McDonnell Douglas DC-10-30,275.0,3.0
2520,Garuda Indonesia,GIA,Indonesia,Y,1997-09-26,"Buah Nabar, Indonesia",Airbus A300-B4-200,234.0,234.0
2520,Garuda Indonesia,GIA,Indonesia,Y,2002-01-16,"Near Solo, Indonesia",Boeing B-737-3Q8,62.0,1.0
2520,Garuda Indonesia,GIA,Indonesia,Y,2007-03-07,"Yogyakarta, Indonesia",Boeing B-737-497,140.0,22.0
2589,Golden Star Air Cargo,GLD,Sudan,N,1992-03-24,"Athens, Greece",Boeing 707-321C,7.0,7.0
2603,Grand Canyon Airlines,CVU,United States,N,1970-03-26,"Colorado City, Arizona",Piper PA-32,6.0,6.0
2603,Grand Canyon Airlines,CVU,United States,N,1989-09-27,"Grand Canyon National Park Airport, Tusayan, Arizona",de Havilland Canada DHC-6 Twin Otter 300,21.0,10.0
2637,Gulf Air,GFA,Oman,Y,1983-09-23,"Near Mina Jebel Ali, UAE",Boeing B-737-2P6,112.0,112.0
2637,Gulf Air,GFA,Oman,Y,2000-08-23,"Off Manama, Bahrain",Airbus A320-212,143.0,143.0
2657,Hageland Aviation Services,HAG,United States,Y,1997-04-10,"Near Wainwright, Alaska",Cessna 208B Caravan I,5.0,5.0
2657,Hageland Aviation Services,HAG,United States,Y,1997-11-08,"Near Barrow, Alaska",Cessna 208B Caravan I,8.0,8.0
2695,Heavylift Cargo Airlines,HVY,Australia,N,1994-09-23,"Kowloon Bay, Hong Kong",Lockheed L-100-30 Hercules,12.0,6.0
2730,Helicsa,HHH,Spain,N,1990-03-12,"Off Freetown, Sierre Leone",Sikorsky S-58ET (helilcopter),13.0,11.0
2735,Helios Airways,HCY,Cyprus,N,2005-08-14,"Near Grammatikos, Greece",Boeing 737-31S,121.0,121.0
2756,Hewa Bora Airways,ALX,Democratic Republic of the Congo,N,2008-04-15,"Goma, Congo",McDonnell Douglas DC-9-51,85.0,0.0
2822,Iberia Airlines,IBE,Spain,Y,1972-01-07,"Sierra de Atalayasa, Spain",Sud-Aviation Caravelle VI-R,104.0,104.0
2822,Iberia Airlines,IBE,Spain,Y,1985-02-19,"Near Durango, Vizcaya, Spain",Boeing B-727-256,148.0,148.0
2835,Icelandair,ICE,Iceland,Y,1970-09-26,"Near Vagar, Denmark",Fokker F-27 Friendship 300,34.0,8.0
2853,Indian Airlines,IAC,India,Y,1970-08-29,"Near Silcher, India",Fokker F-27 Friendship 400,39.0,39.0
2853,Indian Airlines,IAC,India,Y,1971-12-09,"Chinnamanur, India",HAL-748-224 Srs.2,31.0,21.0
2853,Indian Airlines,IAC,India,Y,1972-08-12,"Near Delhi, India",Fokker F-27 Friendship 100,18.0,18.0
2853,Indian Airlines,IAC,India,Y,1973-03-15,"Hyderabad, India",HAL-748-224,3.0,3.0
2853,Indian Airlines,IAC,India,Y,1973-05-31,"Near New Delhi, India",Boeing B-737-2A8,65.0,48.0
2853,Indian Airlines,IAC,India,Y,1976-10-13,"Near Bombay, India",Sud-Aviation Caravelle VI-N,95.0,95.0
2853,Indian Airlines,IAC,India,Y,1978-12-17,"Hyderabad, India",Boeing B-737-2A8,132.0,1.0
2853,Indian Airlines,IAC,India,Y,1979-08-04,"Near Panvel, India",Hindustan Aeronautics 748 2-224,45.0,45.0
2853,Indian Airlines,IAC,India,Y,1988-10-19,"Near Ahmedabad, India",Boeing B-737-2A8,129.0,124.0
2853,Indian Airlines,IAC,India,Y,1990-02-14,"Near Bangalore, India",Airbus A320-231,146.0,92.0
2853,Indian Airlines,IAC,India,Y,1991-08-16,"Imphal, India",Boeing B-737-2A8,69.0,69.0
2853,Indian Airlines,IAC,India,Y,1993-04-26,"Aurangabad, India",Boeing B-737-2A8,118.0,56.0
2853,Indian Airlines,IAC,India,Y,1999-12-24,"Amritsar, India / Kandahar, Afghanistan",Airbus A300B2-101,189.0,1.0
2909,International Jet Charter,HSP,United States,N,2006-06-02,"Groton, Connecticut",Learjet 35A,5.0,2.0
2922,Iran Air,IRA,Iran,Y,1980-01-21,"Elburz Mtns., near Laskarak, Markazi, Iran",Boeing B-727-86,128.0,128.0
2922,Iran Air,IRA,Iran,Y,1986-10-15,"Shiraz, Iran",Boeing 737-286,80.0,3.0
2922,Iran Air,IRA,Iran,Y,1988-07-03,"Over the Persian Gulf, near Bandar Abbas, Iran",Airbus A300B2-203,290.0,290.0
2922,Iran Air,IRA,Iran,Y,1996-06-09,"Rasht, Iran",Boeing 727-286,7.0,7.0
2926,Iraqi Airways,IAW,Iraq,Y,1986-12-25,"Ay, Saudi Arabia",Boeing B-737-270C,106.0,63.0
2926,Iraqi Airways,IAW,Iraq,Y,1990-10-02,"Near Kuwait City, Kuwait",Ilyushin IL-76,130.0,130.0
2934,Island Air,ISI,Mexico,N,1974-04-11,"Hilo Island, Hawaii",Beechcraft H18S,11.0,11.0
2934,Island Air,ISI,Mexico,N,1978-03-01,"Agana, Guam",Cessna 337F,6.0,2.0
2946,Islands Nationair,,Papua New Guinea,N,1995-10-22,"Papua, New Guinea",Britten-Norman BN-2A Trislander,13.0,13.0
2958,Itek Air,IKA,Kyrgyzstan,Y,2008-08-24,"Bishkek, Kyrgyzstan",Boeing B-737-219,90.0,68.0
2987,Japan Airlines,JAL,Japan,Y,1972-06-14,"Near New Delhi, India",McDonnell Douglas DC-8-53,87.0,82.0
2987,Japan Airlines,JAL,Japan,Y,1972-11-28,"Near Moscow, Russia",McDonnell Douglas DC-8-62,76.0,62.0
2987,Japan Airlines,JAL,Japan,Y,1977-01-13,"Anchorage, Alaska",Douglas DC-8,5.0,5.0
2987,Japan Airlines,JAL,Japan,Y,1977-09-27,"Kuala Lumpur,  Malaysia",McDonnell Douglas DC-8-62H,79.0,34.0
2987,Japan Airlines,JAL,Japan,Y,1982-02-09,"Tokyo, Japan",McDonnell Douglas DC-8-61,174.0,24.0
2987,Japan Airlines,JAL,Japan,Y,1985-08-12,"Mt. Osutaka, near Ueno Village, Japan",Boeing B-747-SR46,524.0,520.0
2987,Japan Airlines,JAL,Japan,Y,1993-03-31,"Anchorage, Alaska",Boeing B-747-466,5.0,0.0
3088,KLM Cityhopper,KLC,Netherlands,Y,1994-04-04,"Amsterdam, Netherlands",Saab 340B,24.0,3.0
3097,Kam Air,KMF,Afghanistan,Y,2005-02-03,"Near Peshawar, Pakistan",Boeing B-737-200,104.0,104.0
3107,Kata Transportation,KTV,Sudan,N,2008-04-11,"Chrisinau, Moldova",Antonov An-32,8.0,8.0
3121,Kelowna Flightcraft Air Charter,KFA,Canada,N,1999-01-13,"Mayne Island, British Columbia, Canada",Douglas DC-3C,2.0,2.0
3124,Kenn Borek Air,KBA,Canada,N,1977-12-21,"Nanisivik, Canada",de Havilland Canada DHC-6 Twin Otter 300,8.0,8.0
3124,Kenn Borek Air,KBA,Canada,N,1987-11-10,"Near Ross River, Canada",de Havilland Canada DHC-4A Caribou,4.0,2.0
3126,Kenya Airways,KQA,Kenya,Y,2000-01-30,"Off Abidjan, Ivory Coast",AirbusA310-304,179.0,169.0
3126,Kenya Airways,KQA,Kenya,Y,2007-05-05,"Near Dizangue, Cameroon",Boeing B-737-8AL,114.0,114.0
3137,Khors Aircompany,KHO,Ukraine,N,1998-12-14,"Near Cuito, Angola",Antonov AN-12BP,11.0,11.0
3152,Knight Air,KNA,Canada,N,1995-05-24,"Near Leeds, England",Embraer 110 P1 Bandeirante,12.0,12.0
3163,Korean Air,KAL,Republic of Korea,Y,1999-04-15,"Shanghi, China",McDonnell Douglas MD-11,3.0,3.0
3163,Korean Air,KAL,Republic of Korea,Y,1999-12-22,"Great Hallingbury, United Kingdom",Boeing 747-2B5F,4.0,4.0
3175,Kuban Airlines,KIL,Russia,Y,1993-12-26,"Gyumri, Armenia",Antonov AN-26,36.0,36.0
3179,Kuwait Airways,KAC,Kuwait,Y,1988-04-05,"Combi, Cyprus",Boeing B-747-200,112.0,2.0
3210,LOT Polish Airlines,LOT,Poland,Y,1977-05-13,"Beiruit, Lebanon",Antonov An-12BP,9.0,9.0
3210,LOT Polish Airlines,LOT,Poland,Y,1980-03-14,"Near Warsaw, Poland",Ilyushin IL-62,87.0,87.0
3210,LOT Polish Airlines,LOT,Poland,Y,1981-03-26,"Redzikowo, Poland",Antonov AN-24B,52.0,1.0
3210,LOT Polish Airlines,LOT,Poland,Y,1987-05-09,"Warsaw, Poland",Ilyushin IL-62M,183.0,183.0
3210,LOT Polish Airlines,LOT,Poland,Y,1988-11-02,"Near Rzeszow, Poland",Antonov AN-24B,29.0,1.0
3235,Laoag International Airlines,LPN,Philippines,N,2002-11-11,"Manila, Philippines",Fokker F27 Friendship 100,34.0,19.0
3239,Lauda Air,LDA,Austria,Y,1991-05-26,"Near Ban Nong Rong, Thailand",Boeing B-767-3Z9ER,223.0,223.0
3251,Leeward Islands Air Transport,LIA,Antigua and Barbuda,Y,1986-08-04,"Off St. Vincent, Leeward Islands",de Havilland Canada DHC-6 Twin Otter 300,13.0,13.0
3295,Lloyd Aereo Boliviano,LLB,Bolivia,N,1980-06-02,"Near Yachiba, Bolivia",Fairchild F-27J,13.0,13.0
3295,Lloyd Aereo Boliviano,LLB,Bolivia,N,1984-03-16,"San Borja, Bolivia",Fairchild F-27M,23.0,23.0
3309,Lone Star Airlines,LSS,United States,N,1992-08-25,"Hot Springs, Arizona",Swearingen SA-227AC Metro III,3.0,3.0
3320,Lufthansa,DLH,Germany,Y,1974-11-20,"Near Nairobi, Kenya",Boeing B-747-130,157.0,59.0
3320,Lufthansa,DLH,Germany,Y,1993-09-14,"Warsaw, Poland",Airbus A320-211,70.0,2.0
3329,Luxair,LGL,Luxembourg,Y,2002-11-06,"Near Niederanven, Luxembourg",Fokker 50,22.0,20.0
3378,Malaysia Airlines,MAS,Malaysia,Y,1977-12-04,"Straits of Johore, near Kampung Ladang, Malaysia",Boeing B-737-2H6,100.0,100.0
3378,Malaysia Airlines,MAS,Malaysia,Y,1995-09-15,"Tawau,  Malaysia",Fokker 50,53.0,34.0
3391,Mandala Airlines,MDL,Indonesia,Y,1992-07-24,"Mt. Lalaboy,  Indonesia",Vickers Viscount 816,70.0,70.0
3391,Mandala Airlines,MDL,Indonesia,Y,2005-09-05,"Medan, Indonesia",Boeing 737-230,117.0,99.0
3408,Marsland Aviation,MSL,Sudan,N,2005-06-02,"Khartoom, Sudan",Antonov AN-24B,42.0,7.0
3411,Martinair,MPH,Netherlands,Y,1974-12-04,"Near Maskeliya, Sri Lanka",McDonnell Douglas DC-8-55F,191.0,191.0
3411,Martinair,MPH,Netherlands,Y,1992-12-21,"Faro, Algarve, Portugal",McDonnell Douglas DC-10-30CF,340.0,56.0
3415,Maryland State Police,TRP,United States,N,2008-09-27,"Camp Springs, Maryland",Aerospatiale SA365N-1 Dauphin II,5.0,4.0
3465,Merpati Nusantara Airlines,MNA,Indonesia,Y,1971-11-10,"Off Padang, Philippines",Vickers Viscount 828,69.0,69.0
3465,Merpati Nusantara Airlines,MNA,Indonesia,Y,1973-02-28,"Near Nabire, Indonesia",de Havilland Canada DHC-6 Twin Otter 100,13.0,13.0
3465,Merpati Nusantara Airlines,MNA,Indonesia,Y,1977-03-29,"Bainaha Valley, Indonesia",de Havilland Canada DHC-6 Twin Otter 300,23.0,15.0
3465,Merpati Nusantara Airlines,MNA,Indonesia,Y,1985-08-12,"Mulia, Indonesia",de Havilland Canada DHC-6 Twin Otter 300,19.0,8.0
3465,Merpati Nusantara Airlines,MNA,Indonesia,Y,1986-03-20,"Near Naha, Indonesia",CASA 212 Aviocar 100,16.0,2.0
3465,Merpati Nusantara Airlines,MNA,Indonesia,Y,1987-05-23,"Near Ruteng, Indonesia",de Havilland Canada DHC-6 Twin Otter 300,8.0,8.0
3465,Merpati Nusantara Airlines,MNA,Indonesia,Y,1989-09-15,"Near Bentuni, Indonesia",de Havilland Canada DHC-6 Twin Otter 300,22.0,22.0
3465,Merpati Nusantara Airlines,MNA,Indonesia,Y,1991-01-30,"Jalaludin, Indonesia",CASA 212 Aviocar 200,21.0,1.0
3465,Merpati Nusantara Airlines,MNA,Indonesia,Y,1991-05-09,"Sulawesi, Indonesia",Fokker F-27 Friendship 600,13.0,13.0
3465,Merpati Nusantara Airlines,MNA,Indonesia,Y,1992-10-18,"Near Garut, Jawa, Indonesia",CASA 235-10,31.0,31.0
3465,Merpati Nusantara Airlines,MNA,Indonesia,Y,1993-07-01,"Sorong, Irian Jaya, Indonesia",Fokker F-28 Fellowship 3000,43.0,41.0
3465,Merpati Nusantara Airlines,MNA,Indonesia,Y,1994-06-18,"Mt.  Kalora, Indonesia",Fokker F-27 Friendship 500F,12.0,12.0
3465,Merpati Nusantara Airlines,MNA,Indonesia,Y,1995-01-10,"Off Flores Island, Inodnesia",de Havilland Canada DHC-6 Twin Otter 300,14.0,14.0
3465,Merpati Nusantara Airlines,MNA,Indonesia,Y,1995-07-17,"Bintuni,  Indonesia",de Havilland Canada DHC-6 Twin Otter 300,18.0,1.0
3465,Merpati Nusantara Airlines,MNA,Indonesia,Y,1997-04-19,"Tanjung Pandan, Indonesia",British Aerospace ATP,53.0,15.0
3465,Merpati Nusantara Airlines,MNA,Indonesia,Y,2001-03-26,"Jadura, Indonesia",Fokker F-27 Friendship 500F,3.0,3.0
3479,Mexicana de Aviaci,MXA,Mexico,Y,1986-03-31,"Maravatio, Mexico",Boeing B-727-264,167.0,167.0
3490,Middle East Airlines,MEA,Lebanon,Y,1976-01-01,"Near Al Qaysumah, Saudi Arabia",Boeing B-720B-023B,82.0,82.0
3506,Million Air,OXO,United States,N,1996-10-22,"Manta, Ecuador",Boeing B-707-323C,4.0,4.0
3542,Morningstar Air Express,MAL,Canada,Y,2005-10-06,"Winnipeg, Canada",Cessna 208B,1.0,1.0
3545,Moskovia Airlines,GAI,Russia,Y,2008-05-26,"Near Chelyabinsk, Russia",Antonov An-12,9.0,9.0
3549,Mountain Air Cargo,MTN,United States,N,1985-10-11,"Homer City, Pennsylvania",de Havilland Canada DHC-6 Twin Otter 200,1.0,1.0
3549,Mountain Air Cargo,MTN,United States,N,1998-01-09,"Maiden, North Carolina",Cessna 208B Caravan I,1.0,1.0
3566,Mustique Airways,MAW,Barbados,N,1996-01-08,"Off Bridgetown, Barbados",Britten-Norman BN-2A-27 Islander,10.0,1.0
3595,National Airlines,NAN,United States,N,1973-11-03,"Near Albuquerque,  New Mexico",McDonnell Douglas DC-10-10,128.0,1.0
3595,National Airlines,NAN,United States,N,1978-05-08,"Pensacola, Florida",Boeing B-727-235,58.0,3.0
3596,National Airlines,NCN,Chile,N,1973-11-03,"Near Albuquerque,  New Mexico",McDonnell Douglas DC-10-10,128.0,1.0
3596,National Airlines,NCN,Chile,N,1978-05-08,"Pensacola, Florida",Boeing B-727-235,58.0,3.0
3597,National Airlines,ROK,United States,N,1973-11-03,"Near Albuquerque,  New Mexico",McDonnell Douglas DC-10-10,128.0,1.0
3597,National Airlines,ROK,United States,N,1978-05-08,"Pensacola, Florida",Boeing B-727-235,58.0,3.0
3598,National Airlines,NAL,United States,N,1973-11-03,"Near Albuquerque,  New Mexico",McDonnell Douglas DC-10-10,128.0,1.0
3598,National Airlines,NAL,United States,N,1978-05-08,"Pensacola, Florida",Boeing B-727-235,58.0,3.0
3599,National Airlines,KUS,South Africa,N,1973-11-03,"Near Albuquerque,  New Mexico",McDonnell Douglas DC-10-10,128.0,1.0
3599,National Airlines,KUS,South Africa,N,1978-05-08,"Pensacola, Florida",Boeing B-727-235,58.0,3.0
3631,Necon Air,NEC,Nepal,N,1999-01-17,"Jumla, Nepal",Cessna 208 Caravan I,12.0,4.0
3631,Necon Air,NEC,Nepal,N,1999-09-05,"Near Kathmandu, Nepal",Hawker Siddeley HS-748-501 Super 2B,15.0,15.0
3644,New England Airlines,NEA,United States,Y,1989-11-28,"Block Island, Rhode Island",Britten-Norman BN-2A Islander,8.0,8.0
3657,Nigeria Airways,NGA,Nigeria,N,1978-03-02,"Kano, Nigeria",Fokker F-28 Fellowship 1000 / MiG-21,18.0,18.0
3657,Nigeria Airways,NGA,Nigeria,N,1983-11-28,"Near Enugu, Nigeria",Fokker F-28 Fellowship 2000,72.0,53.0
3657,Nigeria Airways,NGA,Nigeria,N,1995-11-13,"Kaduna, Nigeria",Boeing B-737-2F9,137.0,9.0
3663,Nile Safaris Aviation,NSA,Sudan,N,1989-09-26,"Nyala, Sudan",Cessna 404 Titan II,6.0,6.0
3663,Nile Safaris Aviation,NSA,Sudan,N,1991-05-05,"Near Awell, Sudan",Cessna 404 Titan II,8.0,8.0
3701,North Coast Aviation,,Papua New Guinea,N,2000-04-29,"Bapi, Papua New Guinea",Britten-Norman BN-2A-20 Islander,4.0,4.0
3704,North Star Air Cargo,SBX,United States,N,1995-09-01,"Near Farewell, Alaska",Shorts SC-7 Skyvan,1.0,1.0
3717,Northern Air Cargo,NAC,United States,N,1996-07-20,"Russian Mission, Alaska",Douglas DC-6A,4.0,4.0
3722,Northern Executive Aviation,NEX,United Kingdom,N,2000-05-02,"Lyon Satolas, France",Learjet 35A,5.0,2.0
3725,Northern Thunderbird Air,NTA,Canada,N,1975-09-30,"Klua Tan Tan, Canada",de Havilland Canada DHC-6 Twin Otter 200,7.0,7.0
3731,Northwest Airlines,NWA,United States,Y,1987-08-16,"Romulus, Michigan",McDonnell Douglas MD-82,155.0,154.0
3761,Ocean Airlines,VCX,Italy,N,2002-12-27,"Anjouan, Comoros Islands",Let 410UVP,16.0,1.0
3785,One Two Go Airlines,OTG,Thailand,Y,2007-09-16,"Phuket, Thailand",McDonnell Douglas MD-82,130.0,90.0
3813,Oriental Airlines,OAC,Nigeria,N,1994-09-18,"Tamanrasset, Algeria",BAC One-Eleven 515FB,39.0,5.0
3830,Ozark Air Lines,OZR,United States,N,1973-07-23,"St. Louis, Missouri",Fairchild-Hiller FH-227B,44.0,38.0
3871,Pakistan International Airlines,PIA,Pakistan,Y,1970-08-06,"Islamabad, Pakistan",Fokker F-27 Friendship 200,30.0,30.0
3871,Pakistan International Airlines,PIA,Pakistan,Y,1970-12-30,"Near Shemshernagar,  Pakistan",Fokker F-27 Friendship 200,35.0,7.0
3871,Pakistan International Airlines,PIA,Pakistan,Y,1972-12-08,"Near Rawalpindi, Pakistan",Fokker F-27 Friendship 400,26.0,26.0
3871,Pakistan International Airlines,PIA,Pakistan,Y,1979-11-26,"Near At Ta'if, Jeddah, Saudi Arabia",Boeing B-707-340C,156.0,156.0
3871,Pakistan International Airlines,PIA,Pakistan,Y,1986-10-23,"Near Peshawar, Pakistan",Fokker F-27 Friendship 600,54.0,13.0
3871,Pakistan International Airlines,PIA,Pakistan,Y,1989-08-25,"Near Gilgit, Pakistan",Fokker F-27 Friendship 200,54.0,54.0
3871,Pakistan International Airlines,PIA,Pakistan,Y,1992-09-28,"Near  Kathmandu, Nepal",Airbus A300B4-203,167.0,167.0
3871,Pakistan International Airlines,PIA,Pakistan,Y,2006-07-10,"Multan, Pakistan",Fokker F-27 Friendship 200,45.0,45.0
3886,Pan American World Airways,PAA,United States,N,1971-07-25,"Manila, Philippines",Boeing 707-321CF,4.0,4.0
3886,Pan American World Airways,PAA,United States,N,1971-07-30,"San Francisco, California",Boeing B-747-121,218.0,0.0
3886,Pan American World Airways,PAA,United States,N,1973-07-22,"Off Papeete, Tahiti",Boeing B-707-321B,79.0,78.0
3886,Pan American World Airways,PAA,United States,N,1973-11-03,"Boston, Massachusett",Boeing B-707-321C,3.0,3.0
3886,Pan American World Airways,PAA,United States,N,1973-12-17,"Rome, Italy",Boeing B-707-321B,177.0,30.0
3886,Pan American World Airways,PAA,United States,N,1974-01-30,"Pago Pago, American Samoa",Boeing B-707-321B,101.0,96.0
3886,Pan American World Airways,PAA,United States,N,1974-02-02,"Near Honolulu, HI",Boeing B-747,298.0,1.0
3886,Pan American World Airways,PAA,United States,N,1974-04-22,"Grogak, Bali, Indonesia",Boeing B-707-321C,107.0,107.0
3886,Pan American World Airways,PAA,United States,N,1982-07-09,"Kenner, Louisiana",Boeing B-727-235,145.0,145.0
3886,Pan American World Airways,PAA,United States,N,1982-08-11,PacifiOcean,Boeing B-747-121,,1.0
3886,Pan American World Airways,PAA,United States,N,1986-09-05,"Karachi, Pakistan",Boeing B-747-121,384.0,16.0
3886,Pan American World Airways,PAA,United States,N,1988-12-21,"Lockerbie, Scotland",Boeing B-747-121A,259.0,259.0
3889,Pan Malaysian Air Transport,PMA,Malaysia,N,1993-01-31,"Sumatra, Indonesia",Shorts SC-7 Skyvan 3-100,16.0,16.0
3898,Panorama Air Tour,PAH,United States,N,1987-12-23,"Maunaloa, Hawaii",Piper PA-31-350 Navajo,8.0,8.0
3911,Parsa,PST,Panama,N,1997-12-31,"Rio Sidra, Panama",Britten Norman BN-2A Trislander,10.0,10.0
3932,Pelita Air Service,PAS,Indonesia,N,1980-01-23,"Mt. Cemonyet,  Indonesia",CASA 212 Aviocar 100,13.0,13.0
3932,Pelita Air Service,PAS,Indonesia,N,1982-05-28,"Off Natuma Island, Indonesia",Aerospatiale 330G Puma,10.0,10.0
3932,Pelita Air Service,PAS,Indonesia,N,1984-01-24,"Near Manado, Indonesia",CASA 212 Aviocar 200,9.0,6.0
3932,Pelita Air Service,PAS,Indonesia,N,1990-01-02,"Java Sea, Indonesia",CASA 212 Aviocar 200,16.0,9.0
3932,Pelita Air Service,PAS,Indonesia,N,1990-12-06,"Near Matak, Indonesia",IPTN 332C Super Puma,12.0,10.0
3952,Philippine Airlines,PAL,Philippines,Y,1970-04-21,"Manila, Philippines",Hawker Siddeley HS-748-209,36.0,36.0
3952,Philippine Airlines,PAL,Philippines,Y,1970-05-09,"Iligan, Philippines",Fokker F-27 Friendship 100,33.0,1.0
3952,Philippine Airlines,PAL,Philippines,Y,1970-06-02,"Roxas, Philippines",Fokker F-27 Friendship 100,44.0,1.0
3952,Philippine Airlines,PAL,Philippines,Y,1975-02-03,"Manila, Philippines",Hawker Siddeley HS-748 2,33.0,32.0
3952,Philippine Airlines,PAL,Philippines,Y,1975-06-03,"Manila, Philippines",BAC One-Eleven 524FF,64.0,1.0
3952,Philippine Airlines,PAL,Philippines,Y,1976-05-23,"Zamboanga, Philipines",BAC One-Eleven 527FK,87.0,14.0
3952,Philippine Airlines,PAL,Philippines,Y,1982-07-11,"Jolo, Philippines",Hawker Siddeley HS-748-209 Srs. 2,30.0,4.0
3952,Philippine Airlines,PAL,Philippines,Y,1987-06-26,"Near Baguio, Philippines",Hawker Siddeley HS-748-209 Srs. 2,50.0,50.0
3952,Philippine Airlines,PAL,Philippines,Y,1987-12-13,"Near Iligan, Philippines",Shorts 360-300,15.0,15.0
3952,Philippine Airlines,PAL,Philippines,Y,1989-07-21,"Manila, Philippines",BAC One-Eleven 516FP,98.0,1.0
3952,Philippine Airlines,PAL,Philippines,Y,1990-05-11,"Manila, Philippines",Boeing B-737-3Y0,119.0,8.0
3952,Philippine Airlines,PAL,Philippines,Y,1994-12-10,PacifiOcean,Boeing B-747-200,293.0,1.0
3952,Philippine Airlines,PAL,Philippines,Y,1998-03-22,"Bacolod, Philippines",Airbus A.320-214,127.0,0.0
3952,Philippine Airlines,PAL,Philippines,Y,2000-05-25,"Near Manila, Philippines",Airbus A.330-301,298.0,1.0
